Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung
3588;86070000;DEUTDE8L882;Deutsche Bank;Eilenburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3589;86070000;DEUTDE8L882;Deutsche Bank;Hettstedt, Sachs-Anh;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3590;86070000;DEUTDE8L882;Deutsche Bank;Lutherstadt Eisleben;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3591;86070000;DEUTDE8L882;Deutsche Bank;Markkleeberg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3592;86070000;DEUTDE8L882;Deutsche Bank;Oschatz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3593;86070000;DEUTDE8L882;Deutsche Bank;Quedlinburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3594;86070000;DEUTDE8L882;Deutsche Bank;Schkeuditz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3595;86070000;DEUTDE8L882;Deutsche Bank;Taucha b Leipzig;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3596;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Leipzig;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3597;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Altenburg, Thür;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3598;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Aschersleben, Sachs-Anh;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3599;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Bernburg (Saale);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3600;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Bitterfeld-Wolfen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3601;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Borna b Leipzig;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3602;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Delitzsch;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3603;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Dessau-Roßlau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3604;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Döbeln;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3605;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Eilenburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3606;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Grimma;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3607;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Halle (Saale);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3608;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Hettstedt, Sachs-Anh;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3609;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Köthen (Anhalt);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3610;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Lutherstadt Eisleben;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3611;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Lutherstadt Wittenberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3612;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Markkleeberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3613;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Merseburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3614;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Naumburg (Saale);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3615;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Oschatz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3616;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Quedlinburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3617;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Sangerhausen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3618;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Schkeuditz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3619;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Taucha b Leipzig;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3620;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Torgau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3621;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Weißenfels, Saale;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3622;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Wurzen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3623;86070024;DEUTDEDB991;Deutsche Bank Privat und Geschäftskunden;Zeitz, Elster;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3624;86095484;GENODEF1GMV;Volks- und Raiffeisenbank Muldental;Grimma;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3625;86095554;GENODEF1DZ1;Volksbank Delitzsch;Delitzsch;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3626;86095604;GENODEF1LVB;Leipziger Volksbank eG;Leipzig;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3627;87020086;HYVEDEMM497;UniCredit Bank - HypoVereinsbank AG;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3628;87020086;HYVEDEMM497;UniCredit Bank - HypoVereinsbank AG;Freiberg, Sachs;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3629;87020087;HYVEDEMM481;UniCredit Bank - HypoVereinsbank AG;Plauen, Vogtl;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3630;87020088;HYVEDEMM441;UniCredit Bank - HypoVereinsbank AG;Zwickau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3631;87040000;COBADEFFXXX;Commerzbank;Chemnitz;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3632;87040000;COBADEFFXXX;Commerzbank;Freiberg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3633;87040000;COBADEFFXXX;Commerzbank;Plauen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3634;87040000;COBADEFFXXX;Commerzbank;Zwickau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3635;87040000;COBADEFFXXX;Commerzbank;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3636;87040000;COBADEFFXXX;Commerzbank;Glauchau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3637;87040000;COBADEFFXXX;Commerzbank;Mittweida;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3638;87040000;COBADEFFXXX;Commerzbank;Weischlitz;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3639;87050000;CHEKDE81XXX;Sparkasse Chemnitz;Chemnitz;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.02.2022
3640;87052000;WELADED1FGX;Sparkasse Mittelsachsen;Freiberg;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.02.2022
3641;87054000;WELADED1STB;Erzgebirgssparkasse;Stollberg /Erzgeb.;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.02.2022
3642;87055000;WELADED1ZWI;Sparkasse Zwickau;Zwickau;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.02.2022
3643;87058000;WELADED1PLX;Sparkasse Vogtland;Klingenthal;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-sn4.s-fints-pt-sn.de/fints30;FinTS V3.0;09.02.2022
3644;87069075;GENODEF1MBG;Volksbank Mittleres Erzgebirge;Olbernhau;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3645;87069077;GENODEF1BST;Vereinigte Raiffeisenbank Burgstädt;Burgstädt, Sachs;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3646;87070000;DEUTDE8C878;Deutsche Bank;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3647;87070000;DEUTDE8C878;Deutsche Bank;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3648;87070000;DEUTDE8C878;Deutsche Bank;Bahratal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3649;87070000;DEUTDE8C878;Deutsche Bank;Bautzen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3650;87070000;DEUTDE8C878;Deutsche Bank;Crimmitschau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3651;87070000;DEUTDE8C878;Deutsche Bank;Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3652;87070000;DEUTDE8C878;Deutsche Bank;Freiberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3653;87070000;DEUTDE8C878;Deutsche Bank;Freital;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3654;87070000;DEUTDE8C878;Deutsche Bank;Glauchau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3655;87070000;DEUTDE8C878;Deutsche Bank;Görlitz, Neiße;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3656;87070000;DEUTDE8C878;Deutsche Bank;Großenhain, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3657;87070000;DEUTDE8C878;Deutsche Bank;Hohenstein-Ernstthal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3658;87070000;DEUTDE8C878;Deutsche Bank;Hoyerswerda;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3659;87070000;DEUTDE8C878;Deutsche Bank;Kamenz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3660;87070000;DEUTDE8C878;Deutsche Bank;Klingenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3661;87070000;DEUTDE8C878;Deutsche Bank;Limbach-Oberfrohna;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3662;87070000;DEUTDE8C878;Deutsche Bank;Marienberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3663;87070000;DEUTDE8C878;Deutsche Bank;Meißen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3664;87070000;DEUTDE8C878;Deutsche Bank;Mittweida;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3665;87070000;DEUTDE8C878;Deutsche Bank;Kurort Oberwiesenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3666;87070000;DEUTDE8C878;Deutsche Bank;Pirna;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3667;87070000;DEUTDE8C878;Deutsche Bank;Plauen, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3668;87070000;DEUTDE8C878;Deutsche Bank;Radebeul;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3669;87070000;DEUTDE8C878;Deutsche Bank;Reichenbach im Vogtland;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3670;87070000;DEUTDE8C878;Deutsche Bank;Riesa;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3671;87070000;DEUTDE8C878;Deutsche Bank;Schwarzenberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3672;87070000;DEUTDE8C878;Deutsche Bank;Seifhennersdorf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3673;87070000;DEUTDE8C878;Deutsche Bank;Stollberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3674;87070000;DEUTDE8C878;Deutsche Bank;Zittau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3675;87070000;DEUTDE8C878;Deutsche Bank;Zwickau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3676;87070000;DEUTDE8C878;Deutsche Bank;Aue, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3677;87070000;DEUTDE8C878;Deutsche Bank;Auerbach/Vogtl.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3678;87070000;DEUTDE8C878;Deutsche Bank;Burgstädt, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3679;87070000;DEUTDE8C878;Deutsche Bank;Coswig b Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3680;87070000;DEUTDE8C878;Deutsche Bank;Heidenau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3681;87070000;DEUTDE8C878;Deutsche Bank;Lichtenstein/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3682;87070000;DEUTDE8C878;Deutsche Bank;Löbau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3683;87070000;DEUTDE8C878;Deutsche Bank;Meerane;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3684;87070000;DEUTDE8C878;Deutsche Bank;Niesky;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3685;87070000;DEUTDE8C878;Deutsche Bank;Radeberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3686;87070000;DEUTDE8C878;Deutsche Bank;Schneeberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3687;87070000;DEUTDE8C878;Deutsche Bank;Werdau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3688;87070000;DEUTDE8C878;Deutsche Bank;Frankenberg/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3689;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3690;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3691;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Aue, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3692;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Auerbach/Vogtl.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3693;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Bahratal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3694;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Bautzen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3695;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Burgstädt, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3696;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Coswig b Dresden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3697;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Crimmitschau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3698;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Dresden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3699;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Frankenberg/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3700;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Freiberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
